date,term_days,demand_volume,placement_volume,cutoff_rate,avg_rate
2012-07-11,1,162154.2,112349.3,5.3001,5.3823
2012-07-12,1,225429.9,157681.6,5.3101,5.3963
2012-07-13,3,282500.5,249042.8,5.3001,5.3674
2012-07-16,1,246516.0,246516.0,5.25,5.3634
2012-07-16,91,66781.5,48808.7,6.7507,6.7583
2012-07-17,1,213318.2,213318.2,5.25,5.3544
2012-07-17,7,1014292.4,1014292.4,5.25,5.2741
2012-07-18,1,16719.7,16719.7,5.2501,5.2975
2012-07-19,1,227539.5,227539.5,5.25,5.3192
2012-07-20,3,261031.3,261031.3,5.25,5.3034
2012-07-23,1,292866.4,292866.4,5.25,5.3007
2012-07-24,1,300298.2,300298.2,5.25,5.2943
2012-07-24,7,1026287.9,1026287.9,5.25,5.2679
2012-07-25,1,524651.7,524651.7,5.25,5.303
2012-07-26,1,537070.2,537070.2,5.25,5.2962
2012-07-27,3,12200.0,12200.0,5.25,5.2881
2012-07-30,1,518899.6,518899.6,5.25,5.2913
2012-07-31,1,507156.7,507156.7,5.25,5.2919
2012-07-31,7,1098185.4,1098185.4,5.25,5.2694
2012-08-01,1,344521.0,344521.0,5.25,5.3192
2012-08-02,1,210835.3,210835.3,5.25,5.3046
2012-08-03,3,306616.4,208924.5,5.3001,5.3351
2012-08-06,1,12806.6,7037.8,5.59,5.7077
2012-08-07,1,17756.5,8208.3,5.76,6.0104
2012-08-07,7,1150509.2,1138736.9,5.2503,5.2875
2012-08-08,1,127753.3,49571.3,5.625,5.7823
2012-08-09,1,35813.2,4381.9,5.91,6.0249
2012-08-10,3,23764.1,8887.0,6.0,6.0203
2012-08-13,1,45664.2,9146.4,6.06,6.0744
2012-08-14,7,1253443.6,1197783.2,5.2523,5.3118
2012-08-14,1,46316.7,3430.0,6.1001,6.1253
2012-08-15,1,23899.4,9951.6,5.92,6.0917
2012-08-16,1,622.8,622.8,5.441,5.5211
2012-08-17,3,14222.0,9834.6,5.403,5.6486
2012-08-20,1,30191.0,9723.0,5.5511,5.7176
2012-08-20,91,65483.9,49870.5,6.808,6.8251
2012-08-21,1,36179.8,7872.5,5.81,5.9051
2012-08-21,7,1188444.7,1077525.5,5.2591,5.3386
2012-08-22,1,42338.1,38632.3,5.261,5.5635
2012-08-23,1,24427.4,8986.0,5.51,5.8448
2012-08-24,3,9795.9,9795.9,5.25,5.6132
2012-08-27,1,322762.0,318235.2,5.2508,5.5326
2012-08-28,7,1270375.0,1258276.8,5.2505,5.2974
2012-08-28,1,332020.7,332020.7,5.251,5.3941
2012-08-29,1,83087.6,83087.6,5.25,5.4891
2012-08-30,1,68755.8,26349.7,5.52,5.5998
2012-08-31,3,23234.0,23234.0,5.26,5.5795
2012-09-03,1,16363.6,8229.1,5.4001,5.5355
2012-09-04,7,857929.8,857929.8,5.25,5.3026
2012-09-04,1,573.1,573.1,5.27,5.6452
2012-09-05,1,25431.2,25431.2,5.25,5.4343
2012-09-06,1,39257.9,19933.4,5.501,5.6583
2012-09-07,3,10380.0,9647.3,5.261,5.6485
2012-09-10,1,183913.5,183913.5,5.25,5.2613
2012-09-11,1,265763.2,246051.1,5.2503,5.2823
2012-09-11,7,1149441.1,1149441.1,5.25,5.2834
2012-09-12,1,45530.1,29504.0,5.37,5.4993
2012-09-13,1,7285.9,7285.9,5.251,5.2827
2012-09-14,3,47894.2,47894.2,5.5,5.6504
2012-09-17,1,152495.1,95633.9,5.551,5.6598
2012-09-17,91,76491.1,48200.5,7.0913,7.1602
2012-09-18,1,166562.9,119164.1,5.6163,5.7013
2012-09-18,7,1198737.1,1198737.1,5.5,5.5461
2012-09-19,1,86643.6,59965.1,5.69,5.7971
2012-09-20,1,53730.8,53730.8,5.5012,5.7453
2012-09-21,3,54865.3,29305.9,5.7504,5.8445
2012-09-24,1,480.3,480.3,5.85,5.9648
2012-09-25,1,52503.3,52503.3,5.5001,5.6501
2012-09-25,7,1004907.1,1004907.1,5.5,5.5494
2012-09-26,1,286687.7,286687.7,5.5,5.5928
2012-09-27,1,257847.2,257847.2,5.5,5.5779
2012-09-28,3,173312.3,173312.3,5.5,5.5619
2012-10-01,1,97579.2,97579.2,5.5,5.6158
2012-10-02,7,897751.5,897751.5,5.5,5.5446
2012-10-02,1,143571.8,143571.8,5.5,5.59
2012-10-03,1,33195.0,33195.0,5.5,5.5075
2012-10-04,1,63971.1,63971.1,5.5,5.5773
2012-10-05,3,111923.2,111923.2,5.5,5.564
2012-10-08,1,123193.4,123193.4,5.5,5.5661
2012-10-09,1,310759.2,199706.5,5.576,5.6106
2012-10-09,7,1110222.0,1077389.7,5.5006,5.5456
2012-10-10,1,154538.3,69196.6,5.7501,5.9033
2012-10-11,1,167909.1,98961.8,5.8002,5.9432
2012-10-12,3,444.9,77.6,6.3613,6.4015
2012-10-15,91,59989.9,46666.1,7.0004,7.0365
2012-10-15,1,178077.9,178077.9,5.51,5.8732
2012-10-16,1,205473.5,197076.4,5.513,5.7048
2012-10-16,7,1194651.6,1194651.6,5.5,5.5415
2012-10-17,1,131954.1,131954.1,5.5001,5.7018
2012-10-18,1,116429.2,116429.2,5.5,5.6523
2012-10-19,3,5713.9,5713.9,5.5001,5.5395
2012-10-22,1,31889.8,31889.8,5.5,5.5996
2012-10-23,1,132696.6,132696.6,5.5001,5.6879
2012-10-23,7,1052932.6,1052932.6,5.5,5.5391
2012-10-24,1,202793.9,188702.8,5.5002,5.6186
2012-10-25,1,338158.8,338158.8,5.5,5.5594
2012-10-26,3,401776.9,401776.9,5.5,5.5526
2012-10-29,1,399494.2,399494.2,5.5,5.5394
2012-10-30,7,1033626.9,1033626.9,5.5,5.5431
2012-10-30,1,451818.7,451818.7,5.5,5.5327
2012-10-31,1,110051.5,110051.5,5.5,5.5136
2012-11-01,1,258953.0,258953.0,5.5,5.5824
2012-11-02,4,222102.7,222102.7,5.5,5.5745
2012-11-06,1,208816.3,208816.3,5.5,5.5792
2012-11-06,7,1038661.5,1038661.5,5.5,5.5394
2012-11-07,1,189893.6,189893.6,5.5,5.5722
2012-11-08,1,185226.2,185226.2,5.5,5.5533
2012-11-09,3,116766.7,76380.5,5.552,5.6798
2012-11-12,1,4120.6,805.0,6.0015,6.0937
2012-11-13,1,174503.4,115531.9,5.6001,5.6843
2012-11-13,7,1067244.4,1067244.4,5.5,5.5419
2012-11-14,1,185751.7,179252.9,5.5345,5.651
2012-11-15,1,239969.7,239969.7,5.5,5.6419
2012-11-16,3,239732.0,239732.0,5.5,5.5777
2012-11-19,1,234028.9,234028.9,5.5,5.5628
2012-11-19,91,46303.6,46303.6,7.0,7.0049
2012-11-20,7,1222638.0,1222638.0,5.5,5.534
2012-11-20,1,159031.0,136139.3,5.5004,5.5098
2012-11-21,1,145446.2,145446.2,5.5,5.6374
2012-11-22,1,149368.6,149368.6,5.5,5.6125
2012-11-23,3,148505.9,148505.9,5.5,5.5795
2012-11-26,1,186585.9,186585.9,5.5,5.5703
2012-11-27,1,194007.3,194007.3,5.5,5.5834
2012-11-27,7,1199245.7,1199245.7,5.5,5.5315
2012-11-28,1,192761.4,192761.4,5.5,5.5123
2012-11-29,1,254270.3,254270.3,5.5,5.5435
2012-11-30,3,192796.6,192796.6,5.5,5.544
2012-12-03,1,235487.3,235487.3,5.5,5.5518
2012-12-04,7,1087274.4,1087274.4,5.5,5.5656
2012-12-04,1,574538.1,390995.8,5.6003,5.6079
2012-12-05,1,160063.9,160063.9,5.5,5.7049
2012-12-06,1,224709.6,224709.6,5.5,5.6438
2012-12-07,3,15987.4,15987.4,5.5,5.5309
2012-12-10,1,130339.9,99767.6,5.5006,5.5234
2012-12-11,1,238820.6,238820.6,5.5,5.5945
2012-12-11,7,1124822.0,1124822.0,5.5,5.5363
2012-12-12,1,223986.8,223986.8,5.5,5.5951
2012-12-13,1,277342.3,277342.3,5.5,5.5713
2012-12-14,3,310833.0,310833.0,5.5,5.5574
2012-12-17,1,299040.7,299040.7,5.5,5.5603
2012-12-17,91,40582.3,40582.3,7.0,7.0979
2012-12-18,7,1198662.8,1198662.8,5.5,5.529
2012-12-18,1,419979.6,394871.3,5.5006,5.5137
2012-12-19,1,265433.7,265433.7,5.5,5.5617
2012-12-20,1,317043.4,317043.4,5.5,5.5538
2012-12-21,3,331615.9,331615.9,5.5,5.5477
2012-12-24,1,303242.2,303242.2,5.5,5.5452
2012-12-25,1,304249.1,304249.1,5.5,5.5563
2012-12-25,14,845931.9,845931.9,5.5,5.5379
2012-12-26,1,301938.7,301938.7,5.5,5.5395
2012-12-27,1,555344.9,555344.9,5.5,5.5053
2012-12-28,12,179197.7,179197.7,5.5,5.5405
2013-01-08,1,159508.2,159508.2,5.5,5.5093
2013-01-09,1,103129.7,75724.6,5.6001,5.855
2013-01-09,7,1222136.6,1222136.6,5.5,5.5341
2013-01-10,1,27072.1,13912.0,5.7143,6.0517
2013-01-11,3,9969.6,9969.6,5.5,5.8904
2013-01-14,1,8998.9,8998.9,5.5,5.7275
2013-01-14,91,10000.2,10000.2,7.0,7.0
2013-01-15,7,953651.8,953651.8,5.5,5.5304
2013-01-15,1,125.0,125.0,5.5,5.6497
2013-01-16,1,7671.6,7671.6,5.5,5.5775
2013-01-17,1,31527.9,9893.6,5.624,5.7307
2013-01-18,3,124578.0,57662.1,5.5251,5.6054
2013-01-21,1,252470.9,214253.1,5.5005,5.5208
2013-01-22,1,281088.0,198865.6,5.5032,5.5445
2013-01-22,7,1437500.4,1295416.5,5.5019,5.5272
2013-01-23,1,850.1,495.6,6.11,6.4633
2013-01-24,1,1970.4,1970.4,5.51,5.6279
2013-01-25,3,195859.8,195859.8,5.5,5.515
2013-01-28,1,237778.8,126850.5,5.533,5.6588
2013-01-29,1,240839.4,124911.8,5.5701,5.6763
2013-01-29,7,1197342.1,1197342.1,5.5,5.5317
2013-01-30,1,291727.7,195651.5,5.5014,5.587
2013-01-31,1,139129.7,68607.0,5.703,5.7924
2013-02-01,3,71256.4,6461.6,6.1117,6.1572
2013-02-04,1,1715.2,1715.2,5.52,6.4335
2013-02-05,1,20530.2,9848.1,5.9601,6.0454
2013-02-05,7,792357.7,696708.0,5.5019,5.6066
2013-02-06,1,9936.5,9936.5,5.501,5.985
2013-02-07,1,19534.9,9976.5,5.651,6.003
2013-02-08,3,6484.0,6484.0,5.5001,5.817
2013-02-11,1,35674.3,35674.3,5.5,5.5442
2013-02-12,1,69584.4,53384.0,5.5002,5.5381
2013-02-12,7,868888.9,848385.8,5.5005,5.5555
2013-02-13,1,8194.3,6382.8,5.9,6.4888
2013-02-14,1,73677.3,37034.8,5.5111,5.649
2013-02-15,3,192258.3,99158.6,5.551,5.6175
2013-02-18,1,249805.9,148442.6,5.51,5.6058
2013-02-18,91,10373.3,10373.3,7.0,7.0036
2013-02-19,1,234839.9,153499.5,5.5521,5.6264
2013-02-19,7,1179588.2,1179588.2,5.5,5.5342
2013-02-20,1,7834.3,5784.1,6.05,6.4872
2013-02-21,1,1017.2,486.9,6.5,6.5006
2013-02-22,3,131195.6,67318.7,5.811,5.9327
2013-02-25,1,252075.9,249096.4,5.5002,5.6588
2013-02-26,7,1192059.5,1192059.5,5.5,5.5359
2013-02-26,1,255121.6,178698.5,5.6001,5.7086
2013-02-27,1,154075.7,138211.7,5.5004,5.6741
2013-02-28,1,210665.8,210665.8,5.5001,5.5876
2013-03-01,3,473.4,135.9,6.05,6.0619
2013-03-04,1,12481.7,4394.4,5.91,6.0087
2013-03-05,1,129735.3,39765.8,5.7952,5.8832
2013-03-05,7,1216250.1,1134143.9,5.5011,5.5396
2013-03-06,1,196880.8,113336.2,5.5519,5.6977
2013-03-07,4,235981.2,138470.4,5.7005,5.8346
2013-03-11,1,329753.9,244206.0,5.5017,5.6195
2013-03-12,7,1154756.6,1154756.6,5.5,5.5389
2013-03-12,1,228023.1,168053.5,5.5323,5.6786
2013-03-13,1,137504.2,69941.6,5.59,5.7459
2013-03-14,1,804.8,804.8,5.61,5.8323
2013-03-15,3,182264.9,119784.2,5.5046,5.6449
2013-03-18,1,165849.7,79569.7,5.6153,5.722
2013-03-18,91,36000.9,36000.9,7.0,7.0722
2013-03-19,1,168178.5,79526.7,5.7078,5.7699
2013-03-19,7,1341638.5,1341638.5,5.5,5.5352
2013-03-20,1,65661.8,9781.6,6.0856,6.2023
2013-03-21,1,27953.1,4743.7,6.111,6.1915
2013-03-22,3,3423.6,2174.3,6.1201,6.4334
2013-03-25,1,194203.5,194203.5,5.5,5.6251
2013-03-26,1,156982.3,68826.2,5.7552,5.8569
2013-03-26,7,1275154.7,1275154.7,5.5,5.5331
2013-03-27,1,241736.5,178426.9,5.5025,5.6876
2013-03-28,1,442240.2,405340.6,5.5007,5.5388
2013-03-29,3,175625.2,175625.2,5.51,5.6878
2013-04-01,1,232593.3,198824.8,5.5012,5.6407
2013-04-02,1,26777.1,15930.5,5.5007,5.6905
2013-04-02,7,1013836.3,1013836.3,5.5,5.5396
2013-04-03,1,297086.9,288832.9,5.5002,5.5643
2013-04-04,1,164606.8,164606.8,5.5003,5.6148
2013-04-05,3,84789.3,84789.3,5.5011,5.5954
2013-04-08,1,98089.9,98089.9,5.5,5.5731
2013-04-09,1,2443.8,251.2,6.0,6.0273
2013-04-09,7,1204753.6,1204753.6,5.5,5.5301
2013-04-10,1,671.4,671.4,5.7,5.9056
2013-04-11,1,250731.6,208969.4,5.5005,5.5688
2013-04-12,3,213743.2,197858.9,5.5003,5.556
2013-04-15,1,216051.0,216051.0,5.5,5.5411
2013-04-15,91,10099.1,10099.1,6.75,6.75
2013-04-16,1,299387.0,299387.0,5.5,5.5268
2013-04-16,7,1401218.9,1401218.9,5.5,5.5253
2013-04-17,1,161851.9,105093.5,5.6002,5.7048
2013-04-18,1,998.8,349.7,5.9011,6.0808
2013-04-19,3,360156.4,253845.6,5.5032,5.6076
2013-04-22,1,418509.9,339687.8,5.5027,5.5622
2013-04-23,1,380545.6,348215.7,5.5019,5.5623
2013-04-23,6,1651124.8,1651124.8,5.5,5.5238
2013-04-24,1,169000.2,169000.2,5.5011,5.6585
2013-04-25,1,276840.7,276840.7,5.5,5.5766
2013-04-26,3,20847.8,20847.8,5.51,5.5586
2013-04-29,1,72244.8,72244.8,5.5,5.5127
2013-04-29,8,1464589.5,1464589.5,5.5,5.5256
2013-04-30,6,210430.0,210430.0,5.5,5.5572
2013-05-06,1,476700.3,476700.3,5.5,5.5317
2013-05-07,1,265441.8,265441.8,5.5,5.6029
2013-05-07,7,1331516.9,1331516.9,5.5,5.526
2013-05-08,5,167055.2,167055.2,5.5,5.5656
2013-05-13,1,218082.3,218082.3,5.5,5.5466
2013-05-14,1,321284.9,315236.0,5.5001,5.5051
2013-05-14,7,1538171.7,1538171.7,5.5,5.5225
2013-05-15,1,253202.2,253202.2,5.5,5.5482
2013-05-16,1,226463.2,226463.2,5.5,5.5408
2013-05-17,3,264194.2,264194.2,5.5,5.5391
2013-05-20,91,10481.9,10481.9,6.5001,6.5024
2013-05-20,1,273356.9,273356.9,5.5,5.5562
2013-05-21,1,314467.5,314467.5,5.5,5.5468
2013-05-21,7,1640933.8,1640933.8,5.5,5.5207
2013-05-22,1,270965.0,270965.0,5.5,5.5536
2013-05-23,1,266476.0,262691.8,5.51,5.5591
2013-05-24,3,252368.4,252368.4,5.5,5.5464
2013-05-27,1,271159.6,271159.6,5.5,5.5436
2013-05-28,1,277948.1,277948.1,5.5,5.5341
2013-05-28,7,1501122.9,1501122.9,5.5,5.5208
2013-05-29,1,325026.5,325026.5,5.5,5.5332
2013-05-30,1,350876.2,350876.2,5.5,5.5282
2013-05-31,3,488046.5,470000.0,5.5001,5.5258
2013-06-03,1,375918.9,375918.9,5.5,5.5403
2013-06-04,1,4215.3,2507.4,6.5,6.5022
2013-06-04,8,1431745.8,1431745.8,5.5,5.5284
2013-06-05,1,432413.7,320000.0,5.5051,5.5545
2013-06-06,1,256982.6,230000.0,5.5303,5.5937
2013-06-07,3,180816.6,130000.0,5.565,5.6601
2013-06-10,1,180993.3,180993.3,5.5,5.5951
2013-06-11,2,125656.6,106596.1,5.5003,5.5109
2013-06-11,6,1539432.1,1539432.1,5.5,5.5252
2013-06-13,1,3000.6,1521.3,5.661,5.7428
2013-06-14,3,225236.7,225236.7,5.5003,5.5706
2013-06-17,1,250535.4,250535.4,5.5,5.5604
2013-06-17,91,36400.8,36400.8,6.5,6.5427
2013-06-18,1,245346.9,245346.9,5.5,5.552
2013-06-18,7,1675094.4,1675094.4,5.5,5.5221
2013-06-19,1,226623.1,200000.0,5.5301,5.5991
2013-06-20,1,302809.7,290000.0,5.5001,5.579
2013-06-21,3,339386.2,260000.0,5.55,5.6052
2013-06-24,1,359495.2,280000.0,5.5601,5.6151
2013-06-25,7,1536713.6,1536713.6,5.5,5.5259
2013-06-25,1,27157.0,27157.0,5.5051,5.6284
2013-06-26,1,612102.9,600000.0,5.5001,5.5434
2013-06-27,1,610876.0,600000.0,5.5001,5.543
2013-06-28,3,349207.9,349207.9,5.5002,5.5722
2013-07-01,1,563535.2,430000.0,5.5017,5.5655
2013-07-02,1,533472.1,390000.0,5.502,5.5795
2013-07-02,7,1651979.7,1651979.7,5.5,5.5237
2013-07-03,1,292232.0,210000.0,5.5513,5.6071
2013-07-04,1,212720.6,190000.0,5.571,5.6273
2013-07-05,3,211973.8,150000.0,5.6,5.6595
2013-07-08,1,141105.8,130000.0,5.6,5.6702
2013-07-09,1,144735.6,100000.0,5.65,5.7188
2013-07-09,7,1681318.0,1681318.0,5.5,5.5227
2013-07-10,1,146927.7,146927.7,5.5002,5.6493
2013-07-11,1,221445.5,221445.5,5.5,5.5942
2013-07-12,3,389799.3,330000.0,5.5009,5.5707
2013-07-15,1,410719.3,390000.0,5.5003,5.5603
2013-07-16,1,445514.0,430000.0,5.5003,5.5552
2013-07-16,7,1855295.3,1855295.3,5.5,5.5213
2013-07-17,1,230798.9,200000.0,5.5451,5.6084
2013-07-18,1,240484.7,210000.0,5.552,5.6108
2013-07-19,3,229330.6,200000.0,5.5662,5.6262
2013-07-22,1,333873.9,333873.9,5.5,5.5661
2013-07-23,1,358850.0,358850.0,5.5,5.5551
2013-07-23,7,1987891.8,1987891.8,5.5,5.5194
2013-07-24,1,223745.7,223745.7,5.5004,5.6057
2013-07-25,1,285655.2,285655.2,5.5,5.5624
2013-07-26,3,316989.8,316989.8,5.5,5.5595
2013-07-29,1,356442.4,356442.4,5.5,5.5536
2013-07-30,1,327282.1,270000.0,5.55,5.5958
2013-07-30,7,1694233.2,1694233.2,5.5,5.5265
2013-07-31,1,244065.4,244065.4,5.5,5.5742
2013-08-01,1,255132.8,255132.8,5.5,5.5958
2013-08-02,3,293571.4,240000.0,5.552,5.6011
2013-08-05,1,274081.2,160000.0,5.615,5.6623
2013-08-06,1,264868.5,110000.0,5.7154,5.7704
2013-08-06,7,1642730.5,1642730.5,5.5,5.5378
2013-08-07,1,222755.3,180000.0,5.5005,5.6918
2013-08-08,1,160053.9,130000.0,5.6111,5.7492
2013-08-09,3,118054.2,90000.0,5.73,5.7954
2013-08-12,1,153016.2,153016.2,5.5,5.6602
2013-08-13,7,1763452.1,1763452.1,5.5,5.5283
2013-08-13,1,229309.1,110000.0,5.7451,5.7736
2013-08-14,1,94226.2,10000.0,6.2999,6.4118
2013-08-15,1,171292.9,90278.8,5.8421,5.9433
2013-08-16,3,218042.4,170134.0,5.5005,5.6981
2013-08-19,1,195464.1,170000.0,5.56,5.6709
2013-08-20,1,236448.8,236448.8,5.5,5.5989
2013-08-20,7,1957460.8,1957460.8,5.5,5.5243
2013-08-21,1,169178.6,169178.6,5.5,5.6255
2013-08-22,1,178739.7,178739.7,5.5,5.5994
2013-08-23,3,153091.3,153091.3,5.5,5.5744
2013-08-26,1,202865.6,202865.6,5.5,5.5573
2013-08-27,1,278835.6,278835.6,5.5,5.5519
2013-08-27,7,1933796.7,1933796.7,5.5,5.5239
2013-08-28,1,307949.4,307949.4,5.5,5.5428
2013-08-29,1,336887.8,336887.8,5.5,5.5471
2013-08-30,3,271644.0,271644.0,5.5,5.56
2013-09-02,1,208334.6,180000.0,5.515,5.6597
2013-09-03,1,188562.0,188562.0,5.5,5.603
2013-09-03,7,1593179.8,1593179.8,5.5,5.5246
2013-09-04,1,304430.3,304430.3,5.5,5.5351
2013-09-05,1,356519.2,356519.2,5.5,5.5266
2013-09-06,3,485884.1,485884.1,5.5,5.5192
2013-09-09,1,469092.7,469092.7,5.5,5.5201
2013-09-10,7,1960619.4,1960619.4,5.5,5.5208
2013-09-10,1,581002.3,581002.3,5.5,5.5164
2013-09-11,1,254035.4,254035.4,5.5,5.5897
2013-09-12,1,236893.0,210000.0,5.5,5.5971
2013-09-13,3,243248.0,243248.0,5.5,5.572
2013-09-16,91,30000.8,30000.8,6.5,6.5021
2013-09-16,1,333196.5,333196.5,5.5,5.5741
2013-09-17,1,354250.0,354250.0,5.5,5.5483
2013-09-17,7,2103063.9,2103063.9,5.5,5.5201
2013-09-18,1,191703.2,191703.1,5.5,5.6019
2013-09-19,1,209445.2,200000.0,5.5,5.5815
2013-09-20,3,273901.0,273901.0,5.5,5.5645
2013-09-23,1,290479.8,290000.0,5.5,5.5584
2013-09-24,1,282195.9,282195.9,5.5,5.5452
2013-09-24,7,2055690.3,2055690.3,5.5,5.5198
2013-09-25,1,374717.3,374717.3,5.5,5.54
2013-09-26,1,486930.9,486930.9,5.5,5.5369
2013-09-27,3,468575.1,468575.1,5.5,5.5294
2013-09-30,1,309075.1,309075.1,5.5,5.582
2013-10-01,7,2202936.0,2202936.0,5.5,5.5201
2013-10-01,1,488521.4,350000.0,5.5005,5.5648
2013-10-02,1,233622.4,110307.7,5.62,5.7241
2013-10-03,1,176735.7,70517.9,5.756,5.8377
2013-10-04,3,97306.4,70518.4,5.5103,5.7636
2013-10-07,1,24789.7,24789.7,5.51,5.7163
2013-10-08,1,13378.4,10968.8,5.55,5.8737
2013-10-08,7,1786674.4,1786674.4,5.5,5.5194
2013-10-09,1,103889.9,103889.9,5.5,5.5539
2013-10-10,1,498332.3,460000.0,5.5,5.5317
2013-10-11,3,479212.5,479212.5,5.5,5.5232
2013-10-14,1,518439.6,518439.6,5.5,5.5263
2013-10-14,350,115.9,115.9,7.25,7.3061
2013-10-15,7,1676722.9,1676722.9,5.5,5.5314
2013-10-15,1,294174.7,170000.0,5.6651,5.7575
2013-10-16,1,302080.1,162816.4,5.6501,5.7664
2013-10-17,1,210860.6,150000.0,5.66,5.7627
2013-10-18,3,236155.0,190000.0,5.653,5.7245
2013-10-21,1,333965.3,290000.0,5.5,5.6222
2013-10-22,1,334182.7,220000.0,5.56,5.6506
2013-10-22,7,2006368.5,2006368.5,5.5,5.5217
2013-10-23,1,120112.1,10000.0,6.2455,6.2954
2013-10-24,1,139794.0,80000.0,5.8558,5.9882
2013-10-25,3,272721.5,272721.5,5.5,5.5927
2013-10-28,1,312003.7,312003.7,5.5,5.5658
2013-10-29,7,1987973.1,1987973.1,5.5,5.5214
2013-10-29,1,259615.0,259615.0,5.5,5.5957
2013-10-30,1,247867.5,247867.5,5.5,5.5731
2013-10-31,1,239912.2,239912.2,5.5,5.5882
2013-11-01,4,246322.0,246322.0,5.5,5.5721
2013-11-05,7,1891962.3,1891962.3,5.5,5.5267
2013-11-05,1,236630.5,170000.0,5.6123,5.6928
2013-11-06,1,225676.3,180000.0,5.56,5.6877
2013-11-07,1,200471.7,150000.0,5.65,5.7114
2013-11-08,3,64251.5,50000.0,5.555,5.7605
2013-11-11,1,202890.7,140000.0,5.5,5.5582
2013-11-12,7,2148564.4,2120000.0,5.5,5.5207
2013-11-12,1,185538.0,150000.0,5.5,5.5883
2013-11-13,1,120628.5,40000.0,5.81,5.8717
2013-11-14,1,164274.8,150000.0,5.54,5.6704
2013-11-15,3,201545.8,201545.8,5.5,5.5777
2013-11-18,1,202769.7,180000.0,5.5321,5.6134
2013-11-18,91,1220.5,1220.5,6.51,6.5172
2013-11-19,7,2189201.7,2189201.7,5.5,5.5212
2013-11-19,1,182710.0,150000.0,5.56,5.6418
2013-11-20,1,168983.1,168983.1,5.5001,5.6251
2013-11-21,1,200394.5,160000.0,5.5822,5.6371
2013-11-22,3,208693.2,208693.2,5.5,5.6032
2013-11-25,1,278993.4,278993.4,5.5,5.5659
2013-11-26,1,285984.6,285984.6,5.5,5.5818
2013-11-26,7,2246637.9,2246637.9,5.5,5.52
2013-11-27,1,286268.5,286268.5,5.5,5.5796
2013-11-28,1,305539.6,305539.6,5.5,5.5859
2013-11-29,3,307722.8,307722.8,5.5,5.5903
2013-12-02,1,315541.2,315541.2,5.5,5.5698
2013-12-03,1,320553.4,320553.4,5.5,5.5706
2013-12-03,7,2008689.8,2008689.8,5.5,5.5224
2013-12-04,1,280979.0,280979.0,5.5,5.5735
2013-12-05,1,257887.8,257887.8,5.5,5.5441
2013-12-06,3,384342.0,384342.0,5.5,5.5287
2013-12-09,1,435129.9,435129.9,5.5,5.5271
2013-12-10,1,636709.6,636709.6,5.5,5.5152
2013-12-10,7,2568265.5,2568265.5,5.5,5.5164
2013-12-11,1,279451.3,279451.3,5.5,5.5526
2013-12-12,1,311478.8,260000.0,5.5415,5.6106
2013-12-13,3,329775.4,310000.0,5.5002,5.612
2013-12-16,1,321312.1,321312.1,5.5,5.5923
2013-12-16,91,40239.3,40239.3,6.5,6.5505
2013-12-17,1,330722.8,330722.8,5.5,5.5917
2013-12-17,7,2450479.6,2450479.6,5.5,5.5181
2013-12-18,1,388695.2,388695.2,5.5,5.5749
2013-12-19,1,491629.2,491629.2,5.5,5.5367
2013-12-20,3,512380.1,512380.1,5.5,5.5291
2013-12-23,1,540060.8,540060.8,5.5,5.5262
2013-12-24,21,1523033.8,1523033.8,5.5,5.5227
2013-12-24,1,550100.0,550100.0,5.5,5.5228
2013-12-25,1,1451772.3,1451772.3,5.5,5.5509
2013-12-26,1,1551936.6,1551936.6,5.5,5.5256
2013-12-27,3,1552739.5,1552739.5,5.5,5.5225
2013-12-30,10,1311425.3,1311425.3,5.5,5.536
2014-01-09,1,974053.7,974053.7,5.5,5.548
2014-01-10,3,1002487.9,940000.0,5.5,5.532
2014-01-13,1,1154798.4,830000.0,5.5028,5.5558
2014-01-14,1,1054166.5,880000.0,5.5024,5.549
2014-01-14,7,2448850.9,2230000.0,5.5,5.5222
2014-01-15,1,214630.7,214630.7,5.5,5.6346
2014-01-16,1,163913.6,110000.0,5.505,5.6191
2014-01-17,3,221442.7,90000.0,5.6145,5.7132
2014-01-20,1,341855.2,250000.0,5.5015,5.6316
2014-01-21,7,2603893.0,2560000.0,5.5,5.5183
2014-01-21,1,426286.4,370000.0,5.5015,5.5547
2014-01-22,1,153897.4,10043.4,6.3145,6.3721
2014-01-23,1,227743.4,50330.1,6.04,6.1988
2014-01-24,3,128284.6,30406.4,6.3,6.3551
2014-01-27,1,225187.4,225187.4,5.5,5.6383
2014-01-28,1,314929.4,314929.4,5.5,5.5576
2014-01-28,7,2651396.8,2651396.8,5.5,5.5183
2014-01-29,1,158860.6,60000.0,6.0,6.1203
2014-01-30,1,52095.9,10280.6,6.3755,6.4017
2014-01-31,3,87245.3,40000.0,6.1905,6.3213
2014-02-04,7,2446973.8,2300000.0,5.5,5.5526
2014-02-11,7,2405377.8,2180000.0,5.5028,5.5564
2014-02-18,7,2448857.8,2260000.0,5.5201,5.5532
2014-02-25,7,2524166.8,2220000.0,5.5381,5.5674
2014-03-04,1,368218.5,368218.5,7.0,7.3351
2014-03-04,7,2371297.7,2371297.7,7.0,7.1631
2014-03-11,7,2434944.0,2210000.0,7.0599,7.1358
2014-03-14,3,203055.4,90000.0,7.25,7.4644
2014-03-17,1,412114.5,400000.0,7.0,7.0784
2014-03-18,1,437872.0,390000.0,7.0,7.0654
